Date,strategy_returns
2023-02-14,0.9995
2023-02-15,1.007157232889765
2023-02-16,0.9882586208992011
2023-02-17,0.9812859046642124
2023-02-21,0.9580537414352103
2023-02-22,0.9587706516613455
2023-02-23,0.9671446935473352
2023-02-24,0.9509503373857706
2023-02-27,0.9577603771545918
2023-02-28,0.9565223353492214
2023-03-01,0.948832607658187
2023-03-02,0.9562107979713809
2023-03-03,0.9562107979713809
2023-03-06,0.9562107979713809
2023-03-07,0.9562107979713809
2023-03-08,0.9562107979713809
2023-03-09,0.9562107979713809
2023-03-10,0.9562107979713809
2023-03-13,0.9562107979713809
2023-03-14,0.9562107979713809
2023-03-15,0.9562107979713809
2023-03-16,0.9562107979713809
2023-03-17,0.9562107979713809
2023-03-20,0.9562107979713809
2023-03-21,0.9557326925723952
2023-03-22,0.9427365731247634
2023-03-23,0.9539157215272552
2023-03-24,0.9574265260950752
2023-03-27,0.9508668976100294
2023-03-28,0.9458160620107323
2023-03-29,0.9630621932789332
2023-03-30,0.9721779045323703
2023-03-31,0.9883461764786831
2023-04-03,0.9859437051424987
2023-04-04,0.9826179412116105
2023-04-05,0.972917016255622
2023-04-06,0.9794767402701653
2023-04-10,0.9789222870658547
2023-04-11,0.9726399807124619
2023-04-12,0.9640478666355973
2023-04-13,0.9829259283120066
2023-04-14,0.9810779101801334
2023-04-17,0.9819093989276043
2023-04-18,0.9819710154535831
2023-04-19,0.9815090348029892
2023-04-20,0.974025636075751
2023-04-21,0.9750417833421627
2023-04-24,0.9730093932798415
2023-04-25,0.9546547377210095
2023-04-26,0.9604445895140608
2023-04-27,0.9865599659317841
2023-04-28,0.9933657739322518
2023-05-01,0.992226298084385
2023-05-02,0.983572471952044
2023-05-03,0.9771361720484534
2023-05-04,0.9736869840066124
2023-05-05,0.9943820167281615
2023-05-08,0.9968457224723338
2023-05-09,0.9905326556207006
2023-05-10,1.0013114398985772
2023-05-11,1.0045758738919797
2023-05-12,1.0009725012409454
2023-05-15,1.0063926538781243
2023-05-16,1.0075323207849864
2023-05-17,1.0197275209243923
2023-05-18,1.0386671991267804
2023-05-19,1.036326630905068
2023-05-22,1.0398065794451499
2023-05-23,1.0266258014785774
2023-05-24,1.0213596423915965
2023-05-25,1.0462123099094955
