Date,XLF
2023-08-22,32.3403205871582
2023-08-23,32.65776062011719
2023-08-24,32.54232406616211
2023-08-25,32.696231842041016
2023-08-28,32.879005432128906
2023-08-29,33.17721176147461
2023-08-30,33.19643783569336
2023-08-31,33.07139587402344
2023-09-01,33.369590759277344
2023-09-05,33.03290939331055
2023-09-06,33.013675689697266
2023-09-07,32.927093505859375
2023-09-08,32.99442672729492
2023-09-11,33.14834213256836
2023-09-12,33.369590759277344
2023-09-13,33.369590759277344
2023-09-14,33.67741012573242
2023-09-15,33.5042610168457
2023-09-18,33.59605026245117
2023-09-19,33.55739974975586
2023-09-20,33.32551574707031
2023-09-21,32.774749755859375
2023-09-22,32.523536682128906
2023-09-25,32.600833892822266
2023-09-26,32.16602325439453
2023-09-27,32.11771011352539
2023-09-28,32.34961700439453
2023-09-29,32.05007553100586
2023-10-02,31.779525756835938
2023-10-03,31.27708625793457
2023-10-04,31.50897979736328
2023-10-05,31.65391731262207
2023-10-06,31.924467086791992
2023-10-09,31.94379425048828
2023-10-10,32.175682067871094
2023-10-11,32.22399139404297
2023-10-12,32.02108383178711
2023-10-13,32.08872604370117
2023-10-16,32.426910400390625
2023-10-17,32.58150863647461
2023-10-18,32.02108383178711
2023-10-19,31.595943450927734
2023-10-20,31.11282730102539
2023-10-23,30.919578552246094
2023-10-24,31.132156372070312
2023-10-25,31.016199111938477
2023-10-26,30.948562622070312
2023-10-27,30.38814926147461
2023-10-30,30.92923927307129
2023-10-31,31.267423629760742
2023-11-01,31.470333099365234
2023-11-02,32.21433639526367
2023-11-03,32.63948059082031
2023-11-06,32.542850494384766
2023-11-07,32.494544982910156
2023-11-08,32.53318786621094
2023-11-09,32.39792251586914
2023-11-10,32.76509094238281
2023-11-13,32.71678161621094
2023-11-14,33.335166931152344
2023-11-15,33.51875686645508
2023-11-16,33.654029846191406
2023-11-17,33.82794952392578
2023-11-20,33.96322250366211
2023-11-21,33.94390106201172
2023-11-22,34.07917785644531
2023-11-24,34.18545913696289
2023-11-27,34.06950378417969
2023-11-28,34.059844970703125
2023-11-29,34.30139923095703
2023-11-30,34.687904357910156
2023-12-01,34.94878005981445
2023-12-04,34.910133361816406
2023-12-05,34.73621368408203
2023-12-06,34.562294006347656
2023-12-07,34.7265510559082
2023-12-08,34.910133361816406
2023-12-11,35.12270736694336
2023-12-12,35.373931884765625
2023-12-13,35.94401550292969
2023-12-14,36.301513671875
2023-12-15,36.08894348144531
2023-12-18,36.2093505859375
2023-12-19,36.48123550415039
2023-12-20,35.830657958984375
2023-12-21,36.18021774291992
2023-12-22,36.257904052734375
2023-12-26,36.40355682373047
2023-12-27,36.520076751708984
2023-12-28,36.62689208984375
2023-12-29,36.5103645324707
2024-01-02,36.66572570800781
2024-01-03,36.355003356933594
2024-01-04,36.50065994262695
2024-01-05,36.65602493286133
2024-01-08,36.88906478881836
2024-01-09,36.65602493286133
2024-01-10,36.71428298950195
2024-01-11,36.578338623046875
2024-01-12,36.5103645324707
2024-01-16,36.257904052734375
2024-01-17,36.18993377685547
2024-01-18,36.24819564819336
2024-01-19,36.83080291748047
2024-01-22,37.00558853149414
2024-01-23,37.0638427734375
2024-01-24,37.20950698852539
2024-01-25,37.39399337768555
2024-01-26,37.52994155883789
2024-01-29,37.627044677734375
2024-01-30,38.102848052978516
2024-01-31,37.636749267578125
2024-02-01,37.695011138916016
2024-02-02,37.850372314453125
2024-02-05,37.627044677734375
2024-02-06,37.70472717285156
2024-02-07,37.98631286621094
2024-02-08,37.840667724609375
2024-02-09,37.947479248046875
2024-02-12,38.12226486206055
2024-02-13,37.60762023925781
2024-02-14,37.966896057128906
2024-02-15,38.61748504638672
2024-02-16,38.481544494628906
2024-02-20,38.374725341796875
2024-02-21,38.49125289916992
2024-02-22,38.93791580200195
2024-02-23,39.132118225097656
2024-02-26,38.93791580200195
2024-02-27,39.04472732543945
2024-02-28,39.19038391113281
2024-02-29,39.170963287353516
2024-03-01,39.12241744995117
2024-03-04,39.21950912475586
2024-03-05,39.22922897338867
2024-03-06,39.43313980102539
2024-03-07,39.3748779296875
2024-03-08,39.44285583496094
2024-03-11,39.51082229614258
2024-03-12,39.67589569091797
2024-03-13,39.967201232910156
2024-03-14,39.646766662597656
2024-03-15,39.6079216003418
2024-03-18,39.835025787353516
2024-03-19,40.029964447021484
2024-03-20,40.50754928588867
2024-03-21,40.83894729614258
2024-03-22,40.37109375
2024-03-25,40.215145111083984
2024-03-26,40.351600646972656
2024-03-27,40.829193115234375
2024-03-28,41.05337142944336
2024-04-01,40.829193115234375
2024-04-02,40.61476135253906
2024-04-03,40.595272064208984
2024-04-04,40.13716506958008
2024-04-05,40.517295837402344
2024-04-08,40.69274139404297
2024-04-09,40.45882034301758
2024-04-10,39.854515075683594
2024-04-11,39.57186508178711
2024-04-12,39.0455322265625
2024-04-15,38.85060119628906
2024-04-16,38.58743667602539
2024-04-17,38.68490219116211
2024-04-18,38.82135772705078
2024-04-19,39.3574333190918
2024-04-22,39.835025787353516
2024-04-23,40.088436126708984
2024-04-24,40.07868957519531
2024-04-25,39.84476852416992
2024-04-26,39.786285400390625
2024-04-29,39.727806091308594
2024-04-30,39.33794021606445
2024-05-01,39.33794021606445
2024-05-02,39.43540954589844
2024-05-03,39.523128509521484
2024-05-06,40.029964447021484
2024-05-07,40.166412353515625
2024-05-08,40.312618255615234
2024-05-09,40.61476135253906
2024-05-10,40.770713806152344
2024-05-13,40.605018615722656
2024-05-14,40.80970001220703
2024-05-15,41.11185073852539
2024-05-16,41.11185073852539
2024-05-17,41.413997650146484
2024-05-20,40.84868621826172
2024-05-21,41.11185073852539
2024-05-22,40.877925872802734
2024-05-23,40.312618255615234
2024-05-24,40.55628204345703
2024-05-28,40.107933044433594
2024-05-29,39.786285400390625
2024-05-30,40.0007209777832
2024-05-31,40.58551788330078
2024-06-03,40.33211135864258
2024-06-04,40.146915435791016
2024-06-05,40.263885498046875
2024-06-06,40.24439239501953
2024-06-07,40.42958068847656
2024-06-10,40.273624420166016
2024-06-11,39.815528869628906
2024-06-12,39.77654266357422
2024-06-13,39.7473030090332
2024-06-14,39.6205940246582
2024-06-17,39.97147750854492
2024-06-18,40.224891662597656
2024-06-20,40.43932342529297
2024-06-21,40.28337478637695
2024-06-24,40.69729232788086
2024-06-25,40.393951416015625
2024-06-26,40.1395263671875
2024-06-27,40.09060287475586
2024-06-28,40.22760009765625
2024-07-01,40.31566619873047
2024-07-02,40.785362243652344
2024-07-03,40.65815353393555
2024-07-05,40.64836883544922
2024-07-08,40.54072570800781
2024-07-09,40.853858947753906
2024-07-10,41.01042938232422
2024-07-11,41.333343505859375
2024-07-12,41.4703369140625
2024-07-15,42.077030181884766
2024-07-16,42.5565185546875
2024-07-17,42.87942886352539
2024-07-18,42.360801696777344
2024-07-19,41.93024444580078
2024-07-22,42.16509246826172
2024-07-23,42.243385314941406
2024-07-24,41.666046142578125
2024-07-25,41.82261276245117
2024-07-26,42.47822952270508
2024-07-29,42.419517517089844
2024-07-30,42.90878677368164
2024-07-31,42.801143646240234
2024-08-01,42.194454193115234
2024-08-02,41.15720748901367
2024-08-05,39.96339416503906
2024-08-06,40.60922622680664
2024-08-07,40.65815353393555
2024-08-08,41.31377410888672
2024-08-09,41.48991012573242
2024-08-12,41.27463150024414
2024-08-13,41.61711120605469
2024-08-14,42.12595748901367
2024-08-15,42.51736831665039
2024-08-16,42.83050537109375
2024-08-19,43.06534957885742
2024-08-20,42.92835235595703
2024-08-21,42.859859466552734
2024-08-22,43.104488372802734
2024-08-23,43.4763298034668
2024-08-26,43.61333084106445
2024-08-27,43.83839416503906
2024-08-28,43.94602966308594
2024-08-29,44.33744812011719
2024-08-30,44.75822448730469
2024-09-03,44.42551803588867
2024-09-04,44.47444152832031
2024-09-05,43.98517608642578
2024-09-06,43.3393440246582
2024-09-09,43.98517608642578
2024-09-10,43.53505325317383
2024-09-11,43.329551696777344
2024-09-12,43.42741012573242
2024-09-13,43.55461883544922
2024-09-16,44.12216567993164
2024-09-17,44.357025146484375
2024-09-18,44.22002029418945
2024-09-19,44.70928955078125
2024-09-20,44.679931640625
2024-09-23,44.62591552734375
2024-09-24,44.25272750854492
2024-09-25,43.98756790161133
2024-09-26,44.21344757080078
2024-09-27,44.34111785888672
2024-09-30,44.5080680847168
2024-10-01,44.272369384765625
2024-10-02,44.32147216796875
2024-10-03,44.08576965332031
2024-10-04,44.832157135009766
2024-10-07,44.282188415527344
2024-10-08,44.53752899169922
2024-10-09,44.950008392333984
2024-10-10,44.81251907348633
2024-10-11,45.6767463684082
2024-10-14,45.961551666259766
2024-10-15,46.05976486206055
2024-10-16,46.62936782836914
2024-10-17,46.757041931152344
2024-10-18,46.76686477661133
2024-10-21,46.393672943115234
2024-10-22,46.3052864074707
2024-10-23,46.26599884033203
2024-10-24,46.3052864074707
2024-10-25,45.79459762573242
2024-10-28,46.36420822143555
2024-10-29,46.079402923583984
2024-10-30,46.28564453125
2024-10-31,45.64728546142578
2024-11-01,45.804420471191406
2024-11-04,45.450870513916016
2024-11-05,45.873165130615234
2024-11-06,48.662288665771484
2024-11-07,47.876617431640625
2024-11-08,48.308738708496094
2024-11-11,48.99618911743164
2024-11-12,48.84888458251953
2024-11-13,48.87834548950195
2024-11-14,48.750675201416016
2024-11-15,48.9765510559082
2024-11-18,49.12386703491211
2024-11-19,48.799774169921875
2024-11-20,48.6524658203125
2024-11-21,49.27117919921875
2024-11-22,49.82114791870117
2024-11-25,50.145233154296875
2024-11-26,50.243446350097656
2024-11-27,50.341644287109375
2024-11-29,50.420223236083984
2024-12-02,49.91935729980469
2024-12-03,49.54616165161133
2024-12-04,49.35956573486328
2024-12-05,49.50687789916992
2024-12-06,49.49706268310547
2024-12-09,48.81941604614258
2024-12-10,48.80959701538086
2024-12-11,48.907806396484375
2024-12-12,48.69174575805664
2024-12-13,48.6524658203125
2024-12-16,48.56407928466797
2024-12-17,48.2203483581543
2024-12-18,46.77668380737305
2024-12-19,46.94363784790039
2024-12-20,47.64091873168945
2024-12-23,47.75532531738281
2024-12-24,48.317501068115234
2024-12-26,48.43585205078125
2024-12-27,48.08079528808594
2024-12-30,47.617244720458984
2024-12-31,47.66656494140625
2025-01-02,47.5482063293457
2025-01-03,47.92299270629883
2025-01-06,47.77505111694336
2025-01-07,47.66656494140625
2025-01-08,47.82436752319336
2025-01-10,46.6704216003418
2025-01-13,47.00575637817383
2025-01-14,47.5876579284668
2025-01-15,48.8007698059082
2025-01-16,49.126243591308594
2025-01-17,49.54047775268555
2025-01-21,49.9547119140625
2025-01-22,49.7180061340332
2025-01-23,50.004032135009766
2025-01-24,50.1519660949707
2025-01-27,50.70427703857422
2025-01-28,50.61552047729492
2025-01-29,50.57606506347656
2025-01-30,51.0593376159668
2025-01-31,50.76345443725586
2025-02-03,50.556339263916016
2025-02-04,50.43798828125
2025-02-05,50.97057342529297
2025-02-06,51.39467239379883
2025-02-07,51.10865020751953
2025-02-10,50.70427703857422
2025-02-11,50.832496643066406
2025-02-12,50.65496826171875
2025-02-13,50.99030303955078
2025-02-14,51.088924407958984
2025-02-18,51.4538459777832
2025-02-19,51.47357177734375
2025-02-20,50.68455123901367
2025-02-21,50.053340911865234
2025-02-24,50.27032470703125
2025-02-25,50.26045608520508
2025-02-26,50.1519660949707
2025-02-27,50.428123474121094
2025-02-28,51.46371078491211
2025-03-03,51.029754638671875
2025-03-04,49.23473358154297
2025-03-05,49.520751953125
2025-03-06,48.702144622802734
2025-03-07,48.44571304321289
2025-03-10,47.36082077026367
2025-03-11,46.95644760131836
2025-03-12,47.025482177734375
2025-03-13,46.76905059814453
2025-03-14,47.85395431518555
2025-03-17,48.4161262512207
2025-03-18,48.35694885253906
2025-03-19,48.8895378112793
2025-03-20,48.958580017089844
2025-03-21,48.78104782104492
2025-03-24,49.6412353515625
2025-03-25,49.91839599609375
2025-03-26,49.76991653442383
2025-03-27,49.670928955078125
2025-03-28,48.71076965332031
2025-03-31,49.304683685302734
2025-04-01,49.24528884887695
2025-04-02,49.65113067626953
2025-04-03,47.2061882019043
2025-04-04,43.75159454345703
2025-04-07,43.64270782470703
2025-04-08,43.474430084228516
2025-04-09,46.7508544921875
2025-04-10,45.44424819946289
2025-04-11,46.196537017822266
2025-04-14,46.67166519165039
2025-04-15,46.79045104980469
2025-04-16,46.057952880859375
2025-04-17,46.17673873901367
2025-04-21,45.1868896484375
2025-04-22,46.68156433105469
2025-04-23,47.23588562011719
2025-04-24,47.7605094909668
2025-04-25,47.532840728759766
2025-04-28,47.68131637573242
2025-04-29,48.176246643066406
2025-04-30,48.26533126831055
2025-05-01,48.255435943603516
2025-05-02,49.25518798828125
2025-05-05,48.93843460083008
2025-05-06,48.66127395629883
2025-05-07,48.948333740234375
2025-05-08,49.35417175292969
2025-05-09,49.35417175292969
2025-05-12,50.35392761230469
2025-05-13,50.561798095703125
2025-05-14,50.4232177734375
2025-05-15,50.759769439697266
2025-05-16,51.066627502441406
2025-05-19,51.096317291259766
2025-05-20,50.81916046142578
2025-05-21,49.77981185913086
2025-05-22,49.72041702270508
2025-05-23,49.5422477722168
2025-05-27,50.4133186340332
2025-05-28,50.0767707824707
2025-05-29,50.334129333496094
2025-05-30,50.443016052246094
2025-06-02,50.46281051635742
2025-06-03,50.561798095703125
2025-06-04,50.274742126464844
2025-06-05,50.136165618896484
2025-06-06,50.759769439697266
2025-06-09,50.482608795166016
2025-06-10,50.54199981689453
2025-06-11,50.482608795166016
2025-06-12,50.482608795166016
2025-06-13,49.45315933227539
2025-06-16,50.01737594604492
2025-06-17,49.73031997680664
2025-06-18,49.71052169799805
2025-06-20,49.84910202026367
2025-06-23,50.476837158203125
2025-06-24,51.23170471191406
2025-06-25,51.06285095214844
2025-06-26,51.440284729003906
2025-06-27,51.589271545410156
2025-06-30,52.01636505126953
2025-07-01,52.304412841796875
2025-07-02,52.264678955078125
2025-07-03,52.83082962036133
2025-07-07,52.32427215576172
2025-07-08,51.857444763183594
2025-07-09,52.046165466308594
2025-07-10,52.35407257080078
2025-07-11,51.80778503417969
2025-07-14,52.195152282714844
2025-07-15,51.301231384277344
2025-07-16,51.65879821777344
2025-07-17,52.15542221069336
2025-07-18,52.185218811035156
2025-07-21,52.036231994628906
2025-07-22,52.32427215576172
2025-07-23,52.74143600463867
2025-07-24,52.711639404296875
2025-07-25,53.079139709472656
2025-07-28,52.711639404296875
2025-07-29,52.44346618652344
2025-07-30,52.344139099121094
2025-07-31,52.01636505126953
2025-08-01,51.052921295166016
2025-08-04,51.559471130371094
2025-08-05,51.35089111328125
2025-08-06,51.599205017089844
2025-08-07,51.02311706542969
2025-08-08,51.4998779296875
2025-08-11,51.48001480102539
2025-08-12,52.10575866699219
2025-08-13,52.40373229980469
2025-08-14,52.65204620361328
2025-08-15,52.10575866699219
2025-08-18,52.14549255371094
2025-08-19,52.24481201171875
2025-08-20,52.51299285888672
2025-08-21,52.344139099121094
2025-08-22,53.20826721191406
2025-08-25,52.90035629272461
2025-08-26,53.307586669921875
2025-08-27,53.416847229003906
2025-08-28,53.48637390136719
2025-08-29,53.625431060791016
2025-09-02,53.228126525878906
2025-09-03,53.13874053955078
2025-09-04,53.6949577331543
2025-09-05,52.711639404296875
2025-09-08,52.751373291015625
2025-09-09,52.979820251464844
2025-09-10,52.80103302001953
2025-09-11,53.665157318115234
2025-09-12,53.436710357666016
2025-09-15,53.31752014160156
2025-09-16,53.198333740234375
2025-09-17,53.714820861816406
2025-09-18,53.76448440551758
2025-09-19,53.88367462158203
2025-09-22,53.81192398071289
2025-09-23,53.572757720947266
2025-09-24,53.423282623291016
2025-09-25,53.28377151489258
2025-09-26,53.67241287231445
2025-09-29,53.941471099853516
2025-09-30,53.682376861572266
2025-10-01,53.20404815673828
2025-10-02,53.164188385009766
2025-10-03,53.532901763916016
2025-10-06,53.512969970703125
2025-10-07,53.582725524902344
2025-10-08,53.323631286621094
2025-10-09,53.13429260253906
2025-10-10,51.97833251953125
2025-10-13,52.476593017578125
2025-10-14,53.05457305908203
2025-10-15,53.05457305908203
2025-10-16,51.5797233581543
2025-10-17,51.99826431274414
2025-10-20,52.60614013671875
2025-10-21,52.546348571777344
2025-10-22,52.24739456176758
2025-10-23,52.35700988769531
2025-10-24,52.925025939941406
2025-10-27,53.14426040649414
2025-10-28,52.805442810058594
2025-10-29,51.90857696533203
2025-10-30,52.04808807373047
2025-10-31,52.187599182128906
2025-11-03,51.96836853027344
2025-11-04,52.2374267578125
2025-11-05,52.41679763793945
2025-11-06,52.22746276855469
2025-11-07,52.59617233276367
2025-11-10,52.78551483154297
2025-11-11,53.02467346191406
2025-11-12,53.483070373535156
2025-11-13,52.795475006103516
2025-11-14,52.2673225402832
2025-11-17,51.27080535888672
2025-11-18,51.19108200073242
2025-11-19,51.38042449951172
2025-11-20,50.93199157714844
2025-11-21,51.49003601074219
2025-11-24,51.70927429199219
2025-11-25,52.35700988769531
2025-11-26,52.76558303833008
2025-11-28,53.14426040649414
2025-12-01,52.70579147338867
2025-12-02,52.65596389770508
2025-12-03,53.36349105834961
2025-12-04,53.47311019897461
2025-12-05,53.493038177490234
2025-12-08,53.29373550415039
2025-12-09,53.09443283081055
2025-12-10,53.702308654785156
2025-12-11,54.67889404296875
2025-12-12,54.75861740112305
2025-12-15,54.79847717285156
2025-12-16,54.4496955871582
2025-12-17,54.43973159790039
2025-12-18,54.35004425048828
2025-12-19,54.64899826049805
2025-12-22,55.31999969482422
2025-12-23,55.43000030517578
2025-12-24,55.72999954223633
2025-12-26,55.619998931884766
2025-12-29,55.31999969482422
2025-12-30,55.18000030517578
2025-12-31,54.77000045776367
2026-01-02,54.93000030517578
2026-01-05,56.130001068115234
2026-01-06,56.400001525878906
2026-01-07,55.61000061035156
2026-01-08,55.900001525878906
2026-01-09,55.72999954223633
2026-01-12,55.290000915527344
2026-01-13,54.22999954223633
2026-01-14,54.150001525878906
2026-01-15,54.369998931884766
2026-01-16,54.439998626708984
2026-01-20,53.20000076293945
2026-01-21,53.459999084472656
2026-01-22,53.810001373291016
2026-01-23,53.06999969482422
2026-01-26,53.40999984741211
2026-01-27,53.0
2026-01-28,52.9900016784668
2026-01-29,53.54999923706055
2026-01-30,53.439998626708984
2026-02-02,54.029998779296875
2026-02-03,53.529998779296875
2026-02-04,53.959999084472656
2026-02-05,53.290000915527344
2026-02-06,54.2599983215332
2026-02-09,53.939998626708984
2026-02-10,53.54999923706055
2026-02-11,52.7400016784668
2026-02-12,51.689998626708984
2026-02-13,51.650001525878906
2026-02-17,52.20000076293945
2026-02-18,52.59000015258789
2026-02-19,52.150001525878906
2026-02-20,52.4900016784668
2026-02-23,50.72999954223633
2026-02-24,50.97999954223633
2026-02-25,51.869998931884766
2026-02-26,52.5
2026-02-27,51.43000030517578
2026-03-02,51.29999923706055
2026-03-03,51.209999084472656
2026-03-04,51.5
2026-03-05,51.22999954223633
2026-03-06,50.56999969482422
2026-03-09,50.33000183105469
2026-03-10,50.060001373291016
2026-03-11,49.63999938964844
2026-03-12,48.83000183105469
2026-03-13,48.88999938964844
2026-03-16,49.29999923706055
2026-03-17,49.560001373291016
2026-03-18,48.970001220703125
